hmm.accession	hmm.name	hmm.description	protein.name	secondary.name	author	e.val.threshold	hmm.coverage.threshold	target.coverage.threshold	literature.ref	database.ref	comment
PDLC01410	cls000315	CAS-I-U; effector_G5	Cas56g	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01411	cls000621	CAS-I-D; effector_LS	Cas10_Id	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01412	cls000670	"CAS-III-A,CAS-III-D; effector_G7"	Csm3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01413	cls000672	CAS-I-D; effector_LS	Cas10_Id	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01414	cls000685	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01415	cls000686	CAS-III; effector_LS	Cas10	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01416	cls000690	"CAS-III-B,CAS-III-C; effector_G7"	Cmr1	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01417	cls000706	CAS-I-A; effector_LS	Cas8a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01418	cls000707	CAS-III; effector_LS	Cas10	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01419	cls000708	"CAS-III-A,CAS-III-D; effector_G7"	Csm3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01420	cls000715	CAS-III-D; effector_G5	Cas5_IIId	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01421	cls000721	CAS-I-E; effector_LS	Cas8e	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01422	cls000742	CAS-III; effector_LS	Cas10	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01423	cls000748	CAS-III-D; effector_G5	Cas5_IIId	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01424	cls000809	CAS-I-A; effector_LS	Cas8a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01425	cls000849	CAS-I-F; effector_LS	Cas8f	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01426	cls000881	CAS-I-A; effector_LS	Cas8a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01427	cls000955	CAS-III; associated_signaling	Csx1	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01428	cls000976	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; crRNAmaturation"	Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01429	cls001042	CAS-I-U; effector_LS	Cas8g	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01430	cls001376	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01431	cls001403	CAS-III; associated_signaling	Csx1	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01432	cls001430	CAS-I-B; effector_G5	Cas5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01433	cls001490	CAS-III-A; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01434	cls001593	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated_signaling"	CasR	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01435	cls001827	"CAS-III-A,CAS-III-D; effector_G7"	Csm3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01436	cls001851	CAS-III-B; effector_SS	Cmr5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01437	cls002148	CAS-I-A; effector_SS	Cas11a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01438	ArsR	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated_signaling"	Csa3	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	"DNA-binding transcriptional regulator, ArsR family"
PDLC01439	DinG	CAS-IV-A; associated	typeIV_DinG	cas_effector	Makarova KS	1.00E-10	0.8	0.8	10/ggkfgj	NA	Rad3-related DNA helicase
PDLC01440	Csm5	"CAS-III-A,CAS-III-D; effector_G7"	Csm5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	"CRISPR/Cas system CSM-associated protein Csm5, group 7 of RAMP superfamily"
PDLC01441	COG1336	"CAS-III-B,CAS-III-C; effector_G7"	Cmr4	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	COG; COG1336	NA
PDLC01442	COG1337	"CAS-III-A,CAS-III-D; effector_G7"	Csm3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1337	NA
PDLC01443	COG1343	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_2"	Cas2	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1343	NA
PDLC01444	COG1353	CAS-III; effector_LS	Cas10	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1353	NA
PDLC01445	COG1367	"CAS-III-B,CAS-III-C; effector_G7"	Cmr1	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1367	NA
PDLC01446	COG1421	CAS-III-A; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1421	NA
PDLC01447	COG1468	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_associated"	Cas4	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1468	NA
PDLC01448	COG1517	CAS-III; associated_signaling	Csm6	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	COG; COG1517	NA
PDLC01449	COG1518	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_1"	Cas1	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1518	NA
PDLC01450	COG1567	CAS-III-A; effector_G5	Csm4	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1567	NA
PDLC01451	COG1583	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; crRNAmaturation"	Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1583	NA
PDLC01452	COG1604	"CAS-III-B,CAS-III-C; effector_G7"	Cmr6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1604	NA
PDLC01453	COG1688	CAS-I; effector_G5	Cas5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1688	NA
PDLC01454	COG1769	"CAS-III-B,CAS-III-C; effector_G5"	Cmr3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1769	NA
PDLC01455	COG1857	CAS-I; effector_G7	Cas7	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG1857	NA
PDLC01456	COG2254	CAS-I; effector_G3	Cas3a2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG2254	NA
PDLC01457	COG2378	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated_signaling"	WYL	regulation	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	COG; COG2378	NA
PDLC01458	COG3337	CAS-III-B; effector_SS	Cmr5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG3337	NA
PDLC01459	COG3512	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_2"	Cas2	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG3512	NA
PDLC01460	COG3513	"CAS-II-A,CAS-II-B,CAS-II-C; effector__SPE"	Cas9	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG3513	NA
PDLC01461	COG3649	CAS-I-C; effector_G7	Cas7c	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG3649	NA
PDLC01462	COG4006	CAS-III; associated_signaling	Csm6	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	COG; COG4006	NA
PDLC01463	COG4343	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_associated"	Cas4	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG4343	NA
PDLC01464	COG4804	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated"	PD_DExK	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	COG; COG4804	NA
PDLC01465	COG4951	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated"	PrimPol	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	COG; COG4951	NA
PDLC01466	COG5551	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; crRNAmaturation"	Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	COG; COG5551	NA
PDLC01467	Fish20601	CAS-VI-A; effector__SPE	Cas13a	Cas13	Makarova KS	1.00E-10	0.8	0.3	10/ggkfgj	NA	NA
PDLC01468	Fish20602	CAS-VI-B; effector__SPE	Cas13b	Cas13	Makarova KS	1.00E-10	0.8	0.3	10/ggkfgj	NA	NA
PDLC01469	Fish20602a	CAS-VI-B; effector__SPE	Cas13b	Cas13	Makarova KS	1.00E-10	0.8	0.3	10/ggkfgj	NA	NA
PDLC01470	Fish20603	CAS-VI-C; effector__SPE	Cas13c	Cas13	Makarova KS	1.00E-10	0.8	0.3	10/ggkfgj	NA	NA
PDLC01471	mkCas0060	CAS-III-C; effector_SS	Cmr5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01472	mkCas0061	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated"	PD_DExK	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01473	mkCas0062	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; crRNAmaturation"	Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01474	mkCas0063	CAS-III-D; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01475	mkCas0064	CAS-III-A; effector_UNK	Csx22	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01476	mkCas0065	CAS-III-B; effector_SS	Cmr5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01477	mkCas0066	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; crRNAmaturation"	Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01478	mkCas0067	"CAS-III-B,CAS-III-C; effector_G5"	Cmr3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01479	mkCas0068	CAS-IV-A; effector_LS	Csf1	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01480	mkCas0069	CAS-I-B; effector_G5	Cas5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01481	mkCas0071	CAS-I-A; effector_SS	Cas11a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01482	mkCas0072	CAS-IV-A; effector_SS	typeIV_Cas11	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01483	mkCas0074	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01484	mkCas0075	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated_signaling"	WYL	regulation	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01485	mkCas0076	CAS-III-A; associated	Csx21	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01486	mkCas0077	CAS-III-D; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01487	mkCas0079	CAS-III-D; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01488	mkCas0080	CAS-I-A; effector_SS	Cas11a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01489	mkCas0081	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_2"	Cas2	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01490	mkCas0083	CAS-III; effector_LS	Cas10	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01491	mkCas0085	CAS-III; associated_signaling	Csx1	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01492	mkCas0086	"CAS-III-B,CAS-III-C; effector_G7"	Cmr1	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01493	mkCas0088	CAS-I-B; effector_G7	Cas7b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01494	mkCas0089	"CAS-III-A,CAS-III-D; effector_G5"	Csm4	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01495	mkCas0090	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated"	PD_DExK	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01496	mkCas0091	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; crRNAmaturation"	Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01497	mkCas0092	CAS-I-D; effector_G5	Cas5d	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01498	mkCas0093	CAS-IV-A; effector_G5	typeIV_Cas5	cas_effector	Makarova KS	1.00E-05	0.3	0.6	10/ggkfgj	NA	NA
PDLC01499	mkCas0094	CAS-I-D; effector_SS	Cas11d	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01500	mkCas0095	"CAS-III-A,CAS-III-D; effector_G7"	Csm3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01501	mkCas0096	CAS-I-E; effector_SS	Cas11e	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01502	mkCas0098	CAS-III-B; effector_SS	Cmr5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01503	mkCas0099	CAS-III-D; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01504	mkCas0101	CAS-III-D; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01505	mkCas0102	"CAS-III-B,CAS-III-C; effector_G7"	Cmr1	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01506	mkCas0103	CAS-I-D; effector_LS	Cas10_Id	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01507	mkCas0106	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01508	mkCas0108	CAS-III; associated_signaling	Csx1	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01509	mkCas0109	CAS-III; associated_signaling	Csx1	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01510	mkCas0110	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; associated_signaling"	WYL	regulation	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01511	mkCas0111	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01512	mkCas0112	CAS-III; associated_signaling	Csx1	accessory_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01513	mkCas0113	CAS-I-A; effector_LS	Cas8a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01514	mkCas0114	CAS-I-U; effector_LS	Cas8g	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01515	mkCas0115	"CAS-I,CAS-III; associated"	Csx3	ring_nuclease	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01516	mkCas0116	"CAS-III-A,CAS-III-D; associated"	Csx21	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01517	mkCas0117	CAS-III-C; effector_SS	Cmr5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01518	mkCas0119	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01519	mkCas0120	CAS-III-D; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01520	mkCas0121	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01521	mkCas0122	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01522	mkCas0123	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01523	mkCas0124	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01524	mkCas0125	CAS-III-A; associated	Csx21	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01525	mkCas0128	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_2"	Cas2	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01526	mkCas0129	CAS-I-D; effector_G5	Cas5d	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01527	mkCas0131	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01528	mkCas0132	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01529	mkCas0133	CAS-III; effector_LS	Cas10	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01530	mkCas0135	CAS-III-D; effector_UNK	Csx24	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01531	mkCas0136	CAS-III-A; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01532	mkCas0137	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01533	mkCas0139	CAS-I; effector_G3	Cas3	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01534	mkCas0140	CAS-I-D; effector_LS	Cas10_Id	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01535	mkCas0142	"CAS-III-B,CAS-III-C; effector_G7"	Cmr6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01536	mkCas0143	CAS-III; effector_G7	Cmr8	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01537	mkCas0144	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01538	mkCas0145	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01539	mkCas0147	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01540	mkCas0149	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01541	mkCas0150	CAS-I-B; effector_SS	Cas11b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01542	mkCas0151	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01543	mkCas0152	CAS-III-B; effector_UNK	Cmr7	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01544	mkCas0153	CAS-III-D; effector_G5	Cas5_IIId	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01545	mkCas0154	CAS-III-A; effector_G5	Csm4	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01546	mkCas0156	CAS-III-D; effector_UNK	Csx26	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01547	mkCas0157	CAS-III-A; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01548	mkCas0158	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01549	mkCas0159	CAS-IV-A; effector_UNK	typeIV_Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01550	mkCas0160	CAS-III-D; associated	Csx23	cas_accessory	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01551	mkCas0161	CAS-I-A; effector_G5	Cas5a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01552	mkCas0162	CAS-IV-A; effector_G7	typeIV_Cas7	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01553	mkCas0163	CAS-I-A; effector_SS	Cas11a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01554	mkCas0164	CAS-I-A; effector_LS	Cas8a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01555	mkCas0165	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01556	mkCas0166	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; crRNAmaturation"	Cas6	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01557	mkCas0167	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01558	mkCas0168	CAS-III-A; effector_LS	Cas10a|Cas10f	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01559	mkCas0169	CAS-III-A; effector_G5	Cas5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01560	mkCas0171	CAS-I-E; effector_SS	Cas11e	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01561	mkCas0172	CAS-III-B; effector_SS	Cmr5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01562	mkCas0173	CAS-I-C; effector_LS	Cas8c	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01563	mkCas0174	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01564	mkCas0175	"CAS-III-B,CAS-III-C; effector_G7"	Cmr1	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01565	mkCas0176	CAS-I-D; effector_G5	Cas5d	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01566	mkCas0177	CAS-I-B; effector_LS	Cas8b	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01567	mkCas0178	CAS-III-D; effector_UNK	Csx19	cas_effector	Makarova KS	1.00E-05	0.5	0.5	10/ggkfgj	NA	NA
PDLC01568	mkCas0179	"CAS-I,CAS-II,CAS-III,CAS-IV,CAS-V,CAS-VI; acquisition_2"	Cas2	cas_adaptation	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01569	mkCas0180	CAS-I-A; effector_LS	Cas8a	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01570	mkCas0181	CAS-IV-A; effector_SS	typeIV_Cas11	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01571	mkCas0182	"CAS-III-A,CAS-III-D; effector_G7"	Csm5	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01572	mkCas0183	CAS-IV-A; effector_G7	typeIV_Cas7	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01573	mkCas0184	CAS-IV-A; effector_SS	typeIV_Cas11	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01574	mkCas0185	CAS-IV-A; effector_LS	typeIV_Cas8	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
PDLC01575	mkCas0186	CAS-III-A; effector_SS	Csm2	cas_effector	Makarova KS	1.00E-05	0.3	0.3	10/ggkfgj	NA	NA
